RA,DEC,COMPLETENESS
178.65346405415025,1.4148348196892713,0.23076923076923078
179.35177949361645,1.709480759929528,0.23076923076923078
179.36727727074688,1.7046336614706474,0.23076923076923078
180.91906336189757,1.0345266944503901,0.23076923076923078
180.9164437066487,1.0147370446080315,0.23076923076923078
180.8976642745698,1.0194297667147625,0.23076923076923078
180.9011449182028,1.026325266371651,0.23076923076923078
180.9100938230177,1.0423827987253704,0.23076923076923078
179.86893677680703,1.6348895673846668,0.23076923076923078
180.8464330035859,0.9529142216910502,0.23076923076923078
180.88724903954045,1.0230937380927807,0.23076923076923078
180.89173142940197,1.0211547108263377,0.23076923076923078
179.87720032568225,1.6329838936645547,0.23076923076923078
178.81958386456552,0.6840638900055863,1.0
178.87177649437868,-0.24262857678337402,1.0
178.8174647533534,0.6927944125251566,1.0
179.18626533718063,-0.03785278469351625,1.0
178.49153502098102,0.2878418643660895,1.0
178.739445509643,1.1852070303177158,1.0
178.74446771905875,1.1767958669514105,1.0
179.77823627145003,1.2106464527944503,1.0
180.49976899816537,0.2100037253902994,1.0
178.2085592564958,-0.2041294699746571,1.0
180.07062401649637,-1.1775721519145108,1.0
180.54514856081198,-0.043023337656417214,1.0
180.5539400445585,-0.035471100100825034,1.0
180.63285734690737,-0.06646690443600214,1.0
181.03109851365215,-0.1197001900669615,1.0
178.303242602907,0.18798070279689083,1.0
178.30953018049243,0.18713754778095076,1.0
178.74928501402616,-0.4581318282839273,1.0
180.00225021013307,-1.0142255445557595,1.0
179.67943962768877,-1.312623240185939,1.0
179.6809238230163,-1.313308127308985,1.0
178.56267376490018,-0.5883526004709273,1.0
180.6609108507385,0.5032119000368085,1.0
179.6931327679726,-1.3003636461207024,1.0
180.65647585023996,0.5073744445324339,1.0
179.97163139610112,0.6000640446254388,1.0
180.06790801990425,-1.1674389741458076,1.0
178.82187170931405,-1.0484531408264528,1.0
178.67566075448676,1.0462123708660533,1.0
180.5695483019964,-1.079508859424862,1.0
180.57904373187026,-1.0778747940860973,1.0
180.58872898606577,-1.0490078047851776,1.0
180.5931716706389,-1.0634282223710634,1.0
180.5627185556073,-1.0412790912551848,1.0
178.87750442585207,0.8250657225501995,1.0
180.55149502614225,-1.0310868789626098,1.0
180.542095092539,-1.0333916051418777,1.0
178.41850103059946,-0.3602155911327161,1.0
178.72091686122673,-0.3466606017384799,1.0
180.5935138447651,-1.0579236563924288,1.0
180.59468637849872,-1.0593547422413605,1.0
180.5947425115475,-1.0583762695662209,1.0
180.63112686056013,-0.9365486971517291,1.0
178.68652294438655,1.0432265717377187,1.0
178.83210438917595,-1.062704107286594,1.0
180.73382312721938,-0.2747695220840718,1.0
178.6251769982512,1.1153079741726837,1.0
178.82704810130153,-1.0667853835601555,1.0
181.0070902191309,-0.2665137984725645,1.0
180.31868431748074,0.8680693381328437,1.0
179.5908240354412,0.706097556001259,1.0
181.073519776501,-0.20562721399534092,1.0
178.82419145030667,-1.065923814665353,1.0
178.74402904543828,-0.051390131362300216,1.0
179.34344452989055,0.5964701441924612,1.0
178.81078221476508,-1.0476315276589805,1.0
178.2865015876646,-0.21468765671945567,1.0
178.2471883323343,-0.2309483348690229,1.0
178.66930543766358,1.0538707113673245,1.0
180.6547779956583,-1.0483272750558974,1.0
179.59610942081076,-1.437937253333455,1.0
180.57488998102198,-1.0422729403442403,1.0
179.3598475490229,1.4400868095657675,1.0
178.59541482287008,-1.058653990939089,1.0
180.00468295300035,-1.014758668217406,1.0
179.49189795956738,0.32775767890161805,1.0
179.15019825782184,0.30907613803843464,1.0
179.53416751401795,0.9947826121334599,1.0
179.1398026198661,0.3198695262490664,1.0
179.09610486593127,0.3413365819434189,1.0
178.84940644176544,-0.2522413339584708,1.0
180.51585185511084,0.8855746633643149,1.0
179.52743642624253,-1.0771634287674519,1.0
178.84831762051212,-0.2557801577030555,1.0
179.7346624278915,1.3645005299735804,1.0
179.15581851493138,0.2966098536776632,1.0
179.53567321330752,0.3571623669733536,1.0
180.2268716882295,-0.9454036691263797,1.0
178.42526974283754,-0.3806245109393339,1.0
180.19627469088297,-1.0670897897622336,1.0
180.13671333014256,0.5123827227236424,1.0
180.10701719424327,0.8423363683122455,1.0
179.36277944158672,1.4469518588119339,1.0
