RA,DEC,NTILE
180.01680577787633,0.9684728331247194,9
180.29449142921976,-0.4596058422385945,9
180.07943290211935,0.4094231530637515,9
180.51719210756954,0.3994143912432584,9
178.79586881100923,-0.8477470481965466,9
180.85925984297438,-0.1561561206324916,9
178.7213572936961,-0.8214910625464814,9
179.1268940316187,-0.7872198440882296,9
179.82394398918152,-0.43157072570499405,9
180.42565088413335,0.006135767963952903,9
178.98015336887295,0.903387972599375,9
178.97143120979965,0.8982826681877395,9
180.8645837963419,-0.5116746576739475,9
179.08793089829183,-0.7059133678470675,9
180.41874778752342,-0.00496381688348366,9
179.11209100378318,-0.09807288705526251,9
178.4129244386896,-0.00026500943740035196,9
179.32456237694564,-1.1964396485409794,9
180.51515201620768,0.880118771647178,9
180.85242921157683,-0.16185950661682558,9
180.42063544044152,0.018494201750111634,9
178.91499185207425,1.1395336521624913,9
179.3282775556599,-1.1999413360791003,9
179.29784984030218,1.0853927476085607,9
180.58232853534844,-0.00520157094401732,9
179.83067792611172,-0.4392132677561074,9
179.129821665154,-0.785655975750295,9
179.5722356894449,-1.4926422430891197,10
179.9079414693697,-0.7403531071374096,10
180.02887353032003,0.87641896629474,10
180.00756686069246,-0.2800473645664293,10
179.18166486371388,-0.04656640883856178,10
180.00656375039807,-0.2796125059000341,10
180.53848486159157,-0.03154357570356129,10
179.78227408596737,1.3308004223879,10
179.46330509480035,1.0708910802181693,10
179.0870606529619,0.00030241531220806956,10
179.46189301479112,1.0761097152195365,10
179.4387736253029,1.0766631266491387,10
179.93547102340727,-0.7710865835990472,10
179.6607717821803,0.6851638339030142,10
179.08174064339508,0.30562228083097687,10
180.5512550334231,-1.0316753146960953,10
180.00707959316208,-0.27505880236161195,10
179.04233231081733,-0.07196077172734379,10
179.85184061691336,-1.168478847400861,10
180.015019476984,-0.2826718494965572,10
178.73610269976868,-0.8873691345478408,10
179.7426795297577,-1.3331506942452842,10
180.19596921526585,-0.7339904853347248,10
179.11729784310594,-0.2784089145715589,10
180.0435209444651,1.05222716038498,10
180.5524281689511,-0.370912113029015,10
179.20061505473004,0.2806946301390351,10
180.54758458150926,-0.36561207924427297,10
178.2055811351463,-0.1997242065366477,10
180.70196838147658,0.5753700225488072,10
179.90344241572234,-0.6563283418262815,10
179.20143527269377,0.28112155203801803,10
180.6136888113151,0.2744669898642064,10
178.6566467357659,0.00601716923494508,10
178.5946747313414,-1.0535518583383605,10
180.47706180996497,-0.17048181259744813,10
178.4162521507466,-0.36267686247653963,10
179.84984249593955,-1.1544103051750503,10
179.46363340327775,1.0700727201568476,10
180.47981795875137,-0.16821985573113513,10
178.2066460135149,-0.19971290157858387,10
179.86520261555017,-1.1499932136780942,10
179.44862298527948,-1.1192321674436305,10
179.73046474883787,1.3837442991798168,10
178.30521443167467,0.18254663193284887,10
180.5710334559046,-1.0485050670877678,10
178.5067886059405,0.21287161117070783,10
178.63971419028755,0.6293530693993152,10
179.58302736571682,1.178664408752189,10
180.748106636735,0.08445308637410091,10
179.18791735503396,0.28681414650103454,10
179.62694195030593,1.179921068452378,10
179.18139823633126,-0.0727530429062236,10
179.62093024932219,1.2977605549071807,10
178.91218725397619,0.7742121603779097,10
180.49707401257018,-0.2003571884485171,10
178.627398587713,0.629380337991462,10
179.40072977528465,0.12013893559076608,10
178.92258545537965,0.7849274152656618,10
178.46216635144648,0.4181407283208455,10
179.6127170778859,1.305465170588413,10
178.56395982646896,0.39150849026979473,10
179.38185868578333,0.8548103562875041,10
179.58590202669956,-0.4213959296150921,10
178.5521955708423,0.2446975632983636,10
180.45404115913558,-1.1340696449345822,10
179.3531961447987,-1.0196866301550165,10
179.04178271328595,-0.07446266835640197,10
179.39721051142695,0.7875417731318707,10
179.19719754441843,-0.04868792619360967,10
178.7521461352277,-0.45096922051986577,10
178.5031280695793,0.30095309319198305,10
179.5851804186234,0.5942046302991079,10
179.58479494952354,0.5918631570757537,10
179.96354163769027,-0.8586977053718192,10
179.36301705331763,-1.0193715151457092,10
179.98960511275615,0.9214368303713159,10
179.9809896912717,0.8851299017488539,10
180.637875404954,-0.9158905037360425,10
179.18663424439796,-0.07167491513299797,10
180.3582726362434,-0.5262581619856493,10
179.63785443797332,0.8270328058079216,10
178.34028650570724,0.2961346215606206,10
179.3652147345732,0.8987679687675628,10
179.43855912053982,-1.4442891746624544,10
180.63840632322857,-0.9097617031976349,10
180.37491974949208,0.2478207988662969,10
180.29197973999413,-0.47746722087226023,10
180.63892266946826,-0.9179209421721286,10
179.66087290370447,0.8787902989701548,10
180.28339448749367,-0.46883170708283717,10
179.19019291885203,-0.05522519225908865,10
180.2711427193043,-0.4826287131080574,10
179.31283256610132,1.0194813146680692,10
179.35564392760685,0.8918459068352125,10
180.05538694062258,1.060061786285601,10
180.38178883156644,0.9795292202721315,10
178.71249447085057,-0.6347969528063511,10
180.06229624563196,0.872558434327756,10
180.0586190527192,0.8638196369321017,10
180.48399332263355,0.9637339091678139,10
180.04961126667786,0.5135928987028083,10
180.0443070849623,0.8621382393706593,10
180.03496168454984,0.8535592358170951,10
180.01865876106618,0.8677054888536624,10
180.01640741753076,0.8584363736771073,10
179.0758846701387,1.0770723392694774,10
179.29506244224643,-0.7081138273098603,10
179.29519305926155,-0.7050997762538941,10
180.0082639967472,0.8517185973358611,10
179.06316534187397,1.0870540079343494,10
179.86755402226007,-0.5931155352790661,10
179.93061634344485,0.7165738822578049,10
179.37555485747887,1.347316392028356,10
180.7498135187338,-0.27522413042437455,10
179.94673414572316,0.5630617307391343,10
179.9146906687402,0.6429285726452237,10
180.26842862687633,-0.17339924665988088,10
180.7477834000249,-0.3008309624077955,10
179.65472006905,-0.7877895119125865,10
178.39412301410468,0.1282989737274122,10
180.30803917779835,0.8382123033575579,10
179.06494499690626,1.0703415525514592,10
178.7264964508977,1.1600751342613884,10
178.367079395071,-0.6556007823613708,10
178.3248190604348,-0.6633652835174643,10
180.3894338843493,0.9849717436468585,10
180.18276796451673,0.620989436990932,10
178.37040713041137,-0.6704321700508892,10
178.73791757790556,1.1591296565157658,10
178.4753428080821,-0.6592288108075082,10
178.73014311589387,-0.36125524393449354,10
180.28354070502516,-0.17921497020172164,10
178.57760547599887,-0.4919417701660741,10
178.43378898399496,-0.39143286602924643,10
179.79140591632978,-0.35355565581291204,10
179.61027416426097,-0.7123831987911721,10
180.27848587226163,-0.1705873115282893,10
179.61620156819328,-0.7317366657114877,10
180.68228809498083,-0.14277670030323814,10
179.7607798161734,-0.9161701698867338,10
180.2775813986977,-0.16880281208565007,10
179.54598197187832,-0.6541825686000102,10
179.0063110549194,-0.24540581950508455,10
178.6844720153242,1.0532892464558992,10
178.3939569539997,0.12826955769265222,10
180.18277906221047,0.6230100993704478,10
178.19402165929165,-0.2575401581980452,10
179.45945877699475,-1.1153657712822578,10
180.3601037955755,-0.15826670168792872,10
179.46379075966803,-0.8088322970500146,10
180.1766491313354,-0.756838735342695,10
180.18046571354117,-0.7457555376733179,10
179.45353907282518,-1.1107378327910196,10
179.78284924957552,-0.3676545405867273,10
180.950523150564,-0.12636531664483233,10
179.40646866767696,0.1254893540954662,10
178.8857157143257,-0.683440405056824,10
180.18407434254382,-0.7601591660842044,10
179.40306898775054,0.1256584319346378,10
179.45960370092746,-1.116032451602496,10
179.4516391111674,-0.8145528961840218,10
180.17778470560717,-1.0672373899801093,10
180.18626894525985,-0.7655039536904324,10
180.1863143045909,-0.7608736398574708,10
178.6373611489896,-0.34038448179916003,10
179.79667486925095,-0.33166723017324323,10
179.83595152755458,0.8329538095475406,10
180.02339917669644,-0.49534107362152685,10
179.32835291568193,1.4414503888656665,11
179.9195388435066,-0.3799489588614699,11
180.60211682701194,-0.43321271998384936,11
179.59805097220934,1.0740295231382453,11
179.9153479947481,-0.5003784912889038,11
178.64210796391683,0.9877184110274035,11
178.34742761620487,-0.49226777770331986,11
179.66622808874442,1.365140036704137,11
179.58880481113556,0.9520757207177706,11
179.9149627656672,-0.40321121644729546,11
180.86439541315826,-0.5308311542743882,11
179.79849803350186,-0.4258786227989933,11
179.32699751268908,1.4393734046541995,11
178.99259071644713,1.1291854088477542,11
179.32758064116453,1.4367098247833765,11
179.24321917542085,-0.06988037246416705,11
179.3381751122777,1.4374161098775633,11
180.20375860946274,0.6669629686595393,11
179.81367928022934,-0.37933401626628127,11
179.33557109679168,1.4363835713290132,11
179.90989188532336,-0.4949775012377069,11
178.62615142512405,1.059728827941347,11
180.62258037176085,-0.4518092563800942,11
179.00335226896414,1.0754986698930382,11
179.9220642980074,-0.4745561163095092,11
179.98117826610314,-0.4384837537268894,11
179.79261557781905,-0.6168570431564242,11
179.55145808141054,0.9401652270085544,11
179.55122465203658,0.9306098640950763,11
180.00268900076486,-0.41582970380527784,11
179.41605259644922,0.9958297936921177,11
180.02623759575567,-0.5575328975898967,11
179.7740606082151,1.1379632194733085,11
180.83496108662914,-0.5546632337026982,11
179.4281343303396,1.0945514300401629,11
178.53714589657662,-0.5353386839966024,11
180.01162138112434,-0.4055741123289046,11
179.26110886559727,0.00018687122530108274,11
180.57102205183682,-0.40179584986023753,11
180.01654927883567,-0.5509000276658417,11
180.56482602846106,-0.38160307709486135,11
180.02590967214263,-0.5494651077629393,11
179.94094489505193,-0.5377678181129839,11
179.7675883972124,1.2012932657730035,11
179.70522921411703,1.1785887316380586,11
180.2212140669609,0.8138469034576062,11
179.31716499851242,1.4329166659935024,11
179.98768884649928,-0.4006350690644795,11
180.9438317392812,-0.40150689407846535,11
180.53643059720577,-0.12230810363234271,11
180.53398694044213,0.03684448779003849,11
179.99645827946333,-0.5187431295069225,11
179.99273365190797,-0.44222038560272536,11
180.53398468474114,0.036833908118158405,11
180.58491980221288,-0.384537176614797,11
180.83730174858607,-0.5371514273935307,11
180.02948199027082,-0.5429480342460934,11
179.68853586446727,1.1600366114293479,11
178.54778988450752,-0.515859994379086,11
178.6391997559913,-0.38364069178841814,11
180.10312880621458,1.0516386747712203,11
179.89243346832106,1.1706157813139688,11
180.19193529174868,0.6683013528663474,11
180.20976503962774,-0.8082983800288464,11
180.2188372864837,-0.818458201321885,11
180.08972982049013,-0.8195662360353189,11
180.08128566939115,-0.7460656519231106,11
180.06835439775548,-0.7103275934796363,11
180.06670808122,-0.7427049889777486,11
180.91318120261926,0.5114616782760554,11
179.78235937049766,0.8415083666480905,11
180.23462725189322,-0.7969709885025669,11
180.25360539163808,-0.7906486955357682,11
180.25621730612815,-0.7831137886818318,11
179.14947816531162,-0.07095177619736838,11
180.25627153072986,-0.7885002628565078,11
180.2691120056112,-0.7870429656286179,11
180.26974559177995,-0.787613438295841,11
180.29862561546514,-0.7159866868663274,11
180.30371421176923,-0.694810829353612,11
180.1324557098311,-0.8570184045679277,11
180.3081027494814,-0.770618085732277,11
180.20599460808185,-0.7918878481211522,11
180.14821877278914,-0.8423362002256056,11
178.7133191419919,-1.0301035574048463,11
178.6988243304348,-1.024383314012678,11
178.69828973716264,-1.0154212054809988,11
179.23362723111435,0.9510600702801233,11
178.68146672184696,-1.024615242927622,11
178.2055279557014,0.30720304807791393,11
178.67752334365525,-0.9949718056085409,11
178.67619670663595,-0.9939393817167321,11
178.65664108374358,-1.1093988305464473,11
180.90178548485613,0.03392951227367299,11
178.64696737008865,-1.101084320735744,11
180.18113549484423,-0.6748953179313136,11
180.19634434624254,-0.8212464536420416,11
180.1657602349178,-0.6761045374651845,11
180.16007229328662,-0.6712647453028445,11
180.19929445735804,-0.8713999538158915,11
180.20328003002294,-0.8194249302910426,11
180.14013086217352,-0.6831724932718699,11
179.81509918422375,-0.6000322867711163,11
180.31387087347483,-0.7649688891611123,11
178.72899758503254,-1.047154810778198,11
178.52124500199108,-0.5202318391474089,11
178.65751293845116,1.0528899538970127,11
178.65598107287602,0.9190278397397493,11
180.68205880125245,-0.46600062663240327,11
179.66250538145852,1.373129810536226,11
179.08483251296167,-0.05759444326420553,11
178.65321574597382,1.066515122096509,11
178.65003681951742,0.9888096479852791,11
178.75166636107795,1.1891985285201643,11
180.60072514612358,0.014530604547057461,11
180.18151645652605,0.7052437255294852,11
179.83184106715402,-0.5559204270107031,11
178.88055325091517,0.917591886664646,11
179.82702845393555,-0.6050087530180517,11
179.3510544485135,-0.011246028434819099,11
179.07961834569963,0.0063966227177856445,11
178.64423009421722,0.9174847366197384,11
180.1664989786649,0.7185483510684781,11
180.73421843798022,0.09903905952949697,11
180.16493817432325,0.691325482940227,11
180.16380464181503,0.6879940544686538,11
180.73089386189986,0.09774453257700072,11
179.96938522794062,0.6423682958417896,11
180.01136477589696,0.6652303378202329,11
179.09552543862648,2.262764773957157e-05,11
180.01778288779457,0.7711790003980983,11
180.04815019908278,0.6398034324606713,11
178.79823122648187,1.1319704295536512,11
179.8668182570175,-0.5651100659814972,11
180.08497863840927,0.797874845723533,11
180.09481330238256,0.7948564556261762,11
180.09695516520443,0.8077909150330761,11
180.10925528186846,0.8297456111835918,11
180.11672944749935,0.6614842027774196,11
180.1207616398459,0.7772260402723511,11
178.66271693279978,1.0588697605096238,11
180.1326205004542,0.775622483112362,11
180.15269072123112,0.6322395748483673,11
179.89729202069017,1.1742205440446836,11
179.5993896736302,1.0853496279016432,11
178.8378422937176,0.7810160170138304,11
179.6166518642631,1.0860255788853443,11
180.34354998143635,0.7298465866775627,11
179.99518480631863,1.0998783761410635,11
180.34515138973848,0.6560739217358221,11
180.34867732855764,0.7978182281382858,11
180.41763069592537,0.8676891480872387,11
180.20121695505438,1.0022347972454724,11
179.47175779038284,1.3435177823511384,11
180.1989558503616,1.0034631302678854,11
179.51824310570325,1.3268009857558032,11
180.1984926085027,0.894244498909316,11
180.1978918713258,0.8913528084778847,11
179.44919591252253,1.1513732028782833,11
179.37571884394765,1.1395885986872254,11
180.2282161600417,-0.12168093785844855,11
180.48726179379332,0.8601114867144094,11
180.17217029558032,0.940658907073844,11
179.6073102995408,-1.4230942709784875,11
179.61124897227063,-1.4832849258947116,11
180.4527653411837,0.8208578524587985,11
180.31238687037924,0.7788206639070178,11
178.35709751620735,0.008390668635425405,11
179.99003800989482,1.0888685461357135,11
180.30244644548137,0.6760325792268408,11
179.6396714913267,0.6463719746789208,11
179.64281311173875,0.7249528945363566,11
178.37212189861398,-0.5813305353093432,11
179.64578058423908,0.718428076988849,11
180.35182179783146,-0.44013029412647997,11
179.6494084796474,0.7927799724542061,11
178.37268224061012,-0.5815229301177544,11
180.3568932207011,-0.4389744127947916,11
180.23168339451288,-0.08977117548293537,11
180.35832454664862,-0.4516553789297637,11
180.3625248744621,-0.44728437108297064,11
180.3681541178767,-0.4481561344013484,11
179.54002748084832,1.307024812778781,11
179.53532377041827,1.3038491593505221,11
180.30246043063994,0.6775041558710811,11
180.23069047826536,-0.07935913594742568,11
180.31146710670188,0.8257748707848042,11
180.31187209592125,0.7737003217875739,11
179.39209646475442,1.2173436377009212,11
179.5466006725099,1.311782613665282,11
179.61764664342502,-1.4890944645713962,11
179.64602596852507,-1.45092001807568,11
179.91636200922315,-1.415540785882614,11
180.1187138254349,1.083948930829557,11
180.11214777606799,1.0568661111739721,11
179.40630787206067,1.3037301275378719,11
178.3685024870029,-0.05435986543276077,11
179.10349427368442,-0.3590367728712973,11
178.37860207631437,-0.0672799537377505,11
179.09894201283836,-0.1551915102602698,11
180.55587201407772,0.7338067436166982,11
179.0959775342519,-0.1433412419960601,11
179.3936252125307,1.215476512629448,11
179.09178892580363,-0.3332407891057493,11
179.09118183160714,-0.19547337472017207,11
179.0891827814918,-0.19304755484575756,11
179.07634056090222,-0.20978553251712476,11
179.40256089652536,1.1407743543919138,11
179.39830132827103,1.2012639319985905,11
179.3967455074511,1.297106757109987,11
178.37969672289483,0.011261128176689185,11
179.2250012396117,-0.19438291628335078,11
179.91271603365652,-1.4304084513935649,11
180.18141131869334,-0.04081283395930476,11
179.6579254248711,-1.3854844576559084,11
180.20916473302273,-0.035864603257754264,11
180.2086306185714,-0.03505885337383566,11
179.66102840161182,-1.4072704028451515,11
179.69354771767536,-1.4387675825599713,11
179.75948806863394,-1.3913014258411975,11
180.15862070794026,0.9401468724199332,11
180.15818986705756,0.9468548305392012,11
179.7672524428736,-1.393889600877977,11
180.15541568128342,0.9389315552697242,11
180.19099768831214,-0.03138819121273771,11
179.43545990062182,1.220689078573157,11
179.2467255965724,-0.22613546809768165,11
180.14624385230064,0.9355165784953139,11
178.40580789227263,-0.5608483282243241,11
180.53504847305317,0.710138876416568,11
179.23132161637872,-0.18245813674624684,11
179.2300271755983,-0.17852911160742016,11
180.46655577359851,1.1354196712297633,11
179.44765629345008,1.2295375523921517,11
179.0639988147604,-0.014148289937079828,11
179.62493279853277,0.8189571165579943,11
179.56987415014322,1.3109210606274542,11
179.40724347470882,1.37631868990987,11
180.36655768424114,0.015672279152193117,11
178.32833370329,-0.44942350389009195,11
180.27615440307892,0.7994231592955781,11
178.9245978230416,0.7929003261519926,11
180.28865791987835,0.7793135909728364,11
179.6159132126847,1.263486522588038,11
179.67500425926525,1.0604323289411952,11
180.5177518888425,1.0093913908088146,11
180.2907447960413,0.6830601372083851,11
180.366243850532,0.017825558766094773,11
178.28525111604066,0.11060475373695973,11
178.31720455643176,-0.5839069566089716,11
180.4988511902567,1.1170750516342636,11
179.6968788584864,1.1225799603215394,11
180.052159845213,-0.5155597433097205,11
179.4496736938065,1.4407460100284928,11
179.70124127116628,0.9376665182289141,11
180.0450289528208,-0.513245388293474,11
180.36937820043502,0.02385982808357747,11
178.87639357486597,0.7022715807409761,11
178.55617564079853,-0.5343221908353964,11
179.61731007419507,1.0974076440894232,11
179.63333617455126,1.1103203685310605,11
179.23743811027126,-0.060420032506091306,11
179.63714377765982,1.0494910818241872,11
178.49084727899552,-0.6157206575454333,11
180.0396307531275,-0.5531143123587123,11
179.36082416091375,1.4136420623111507,11
179.36242673137852,1.416281415026216,11
180.8645765174603,-0.52458283999667,11
179.64026659649934,1.259799348559754,11
178.55299187143166,-0.5317975316014452,11
180.54338905773156,0.9891840110756402,11
180.25373381930345,0.862323692825902,11
180.04222623927066,-0.539871424364008,11
179.62280163383494,1.2797325135362723,11
178.46605791244448,-0.4505285831427443,11
178.86536872185513,0.6987320378045777,11
178.33082706997808,-0.4468833625596493,11
178.46562362539376,-0.45068012648085576,11
179.60561462842045,1.1296775509251564,11
179.55081957039278,1.3073195889847116,11
179.73814158399122,1.0843576430599187,11
178.99614932492514,0.7691302649144413,11
180.87867125816257,-0.396194097017198,11
180.08182210085533,-0.5507216319420077,11
180.08514186910705,-0.614251831237487,11
180.0866449964785,-0.5410725903294382,11
180.09530106386393,-0.5570659484955672,11
180.096147332322,-0.5577831283022854,11
180.10284281645096,-0.609757724384823,11
180.26398205942937,1.0032626858604448,11
180.26858522131727,1.0148069573269696,11
180.1096041201572,-0.5425152474114594,11
180.13173309723445,-0.6036702205274319,11
180.13455338562514,-0.6167690221941129,11
179.3889730690713,-0.07474799639288492,11
180.2495959650835,0.8897204402066171,11
178.1752731557996,-0.47430179762644875,11
180.16700757253355,-0.5666677448830816,11
179.93684705602587,0.9412424810129283,11
180.24566011172797,1.003485017629635,11
180.12543886195942,-0.598234466933467,11
180.2847982213868,1.014637898078154,11
180.3888427432474,1.0549356771003338,11
180.3967325128497,1.0802063824605712,11
179.02926263197352,0.7062886091599242,11
178.4484841762201,-0.4418911623905543,11
179.0945576934017,0.7876194319360674,11
180.4474364368361,1.0541944618220733,11
179.46169161509644,1.4275649793155074,11
179.28397051580222,0.7108775596781965,11
179.7425699983929,0.9588635187673974,11
179.46821259367624,1.4312036997419624,11
179.46859503479698,1.4256011765779326,11
179.36448807423392,1.1550109444688188,11
179.33996129003535,0.7899904498100537,11
179.03304316699067,-0.0031435126588561096,11
180.4393904198579,1.0687706928478122,11
180.4573340375261,-1.135260562704649,11
180.07670666823628,-0.611041500780941,11
180.41553647508124,1.065914468432373,11
180.51879307390462,-1.1510791193434033,11
180.40829273513373,1.0152451451153195,11
180.40546089798968,0.9462669065279219,11
179.91047276296186,-0.12265937262150106,11
180.19331107100518,-0.8248100874703652,11
180.46460441695095,-0.2875655142422427,11
180.29657344134583,-1.162514920738544,11
178.4600491586099,-0.2184524939964576,11
179.46367383985336,-1.163349122955808,11
178.4473084752816,0.3679163850506329,11
180.00919096646268,0.3458771811727406,11
179.87314131386825,-0.761224492826214,11
179.87168261836024,-0.7650450255662845,11
179.44662900258083,-1.1099167736441922,11
179.86760762534595,-0.7564522283461842,11
179.8591283884912,-0.7817408053293052,11
179.44868327010258,-1.0279183123774762,11
179.82685097985217,-0.7542483716068084,11
178.4394915154049,0.37038562293030314,11
180.01321410961947,0.3429463936150993,11
179.82247075809678,-0.7338573372171063,11
178.42999982306577,0.3588089739643198,11
180.69843624196056,-0.27913729348817723,11
179.80247788873214,-0.7503148890312176,11
179.7858842051065,-0.7912719643072568,11
179.77610510460826,-0.755092733876903,11
180.59488772678867,-0.16547250342533953,11
178.50250468497103,-0.15987539145614243,11
179.43348243528044,-1.0023668237632317,11
180.57063103359178,-0.35151823656280623,11
179.6502982396398,-0.46250549771493765,11
180.03908402202316,-0.6934443416386665,11
180.32250912820118,-0.3119017962967108,11
179.16615578579393,-0.3797183170975338,11
180.0332583898656,-0.688985790848283,11
180.03125586027988,-0.8515491124795097,11
178.45045859471585,0.2002705609696519,11
179.40887877075713,-1.0750253642883876,11
179.40935143810108,-1.1040841930766216,11
179.32296231389563,-0.20196052122381614,11
179.4911338037484,-1.2058460775831739,11
179.418154504993,-1.0934650510717183,11
180.00691225058878,-0.7582567336685909,11
179.4236431749005,-1.0165216850398477,11
180.14916725258018,-0.15950027330236852,11
179.947032798458,-0.7984708389462795,11
179.9461586777769,-0.785790832312935,11
180.1579586653684,-0.23133735598280153,11
179.43046846898062,-1.0127423494039702,11
178.44941382494474,0.19926996069941655,11
180.01478328261115,-0.7566072452066567,11
179.20493770203004,-1.189882479164528,11
179.45476674771064,-1.1241834787988942,11
179.74499727468867,-0.7510241475642456,11
180.72227108340832,-0.24705085893637194,11
178.40111012983755,-0.23866703706079961,11
179.43635486098543,-1.3618229669195052,11
179.4887507015027,-0.9573426374592203,11
179.31487951872498,-0.19938489433061998,11
179.48961042439348,-1.0172427429567918,11
179.42915289277153,-1.1570557289517776,11
179.57404591558708,-0.7820413549888052,11
179.4906404233923,-1.0181145623456465,11
179.57308531571303,-0.6576435025050617,11
179.56794738332084,-0.8452952827092199,11
180.65414540944613,-0.2529202043490549,11
179.56753146217318,-0.8083843044199588,11
179.56658150740537,-0.6542757575995111,11
179.55931539231554,-0.8062256231470499,11
178.4276595976824,0.3310799289285982,11
179.55751179736845,-0.8650316437271529,11
179.55619670314726,-0.8639859091928863,11
179.54685965184893,-0.6997059760805582,11
179.62459996708083,-0.7622382706047148,11
179.63090200822106,-0.7283832206847278,11
179.63356603874004,-0.7434756293313666,11
179.63673992759195,-0.8216786541141843,11
179.46552726171947,-0.9015865086493356,11
179.46619740337354,-1.0408950417169984,11
179.735345272176,-0.8714897497641249,11
179.726714162119,-0.8154434715658537,11
179.7240789549959,-0.8408299374537443,11
179.4681664284696,-1.012637040106048,11
179.71601043883663,-0.7920673690955974,11
179.4706502727109,-1.0612014099951235,11
179.69162574771102,-0.7533704200111605,11
179.75009643592847,-0.865551190590087,11
179.68218772465957,-0.7016912635207879,11
179.67413897626918,-0.8378903074071546,11
179.6740891834005,-0.8549426380881702,11
180.2108050175214,-0.23804864068832093,11
179.26589847432155,-0.4653510566611274,11
179.266407714813,-0.4700146343019393,11
179.65612232001433,-0.8228206271718889,11
179.65240533194967,-0.8083302955959275,11
179.267948270261,-0.4822226609706816,11
179.4846216517675,-0.9411089629610654,11
179.6819356765699,-0.8549840099418757,11
179.65469604081724,-0.4672922095629819,11
179.17498621692502,-1.1692780210767701,11
179.17317105632094,-1.1710148974893722,11
178.44370039637272,0.402364993756383,11
179.13983711828877,0.5134750727975447,11
180.24189939193238,-0.15825881007952528,11
178.43006957181078,0.4197350018207158,11
180.18357561194892,-0.9135273139443767,11
178.83698585693494,-0.3031083941381026,11
178.42389890368307,0.4360950097124519,11
178.8368593424376,-0.33851586093055425,11
179.142194934067,0.5851316869931423,11
179.04521892379773,-0.4743755016577778,11
180.15390026585362,-1.1174951763988974,11
179.14586516746434,0.49243355936014194,11
179.14923547729265,0.5045257607343493,11
179.15050153571855,0.5870332195288142,11
179.1624634062261,0.5497757627331955,11
178.8356853880829,-0.34853670705616624,11
179.16569277524908,0.5714385756206198,11
179.17092893619028,0.5754243015433725,11
179.55766980165944,-1.1827191737950575,11
178.50245227046247,0.2780476958827961,11
180.17764523457765,-1.1342012799700858,11
178.36134370459112,0.16886100703855614,11
178.44470964729823,0.37555608676860763,11
178.21572171689206,-0.3676910526081322,11
180.26167806412957,-1.042521874342122,11
180.51443838581557,-0.1432753849097833,11
178.80755293443804,-0.5027605662845578,11
180.25166479656374,-0.1419046437508074,11
179.33303553538036,0.3550773093619442,11
180.51487264210505,-0.3525261986142436,11
178.46479717848618,0.3906794169358566,11
178.46368715625064,0.3925573088887188,11
179.2619881996403,0.15476853800803805,11
179.09532200489858,0.5369230213205058,11
178.45460712030214,0.3788153479291485,11
180.17820959857363,-1.1280224803132262,11
178.45425516886064,0.3751937515960201,11
178.83765684995365,-0.3420074357704729,11
179.1196827163665,0.5305130393881775,11
179.12494646292566,0.5202676792057477,11
180.24728645707313,-0.13605299141753902,11
179.03528577391177,-0.4786039464474036,11
180.245643895992,-0.1512462085601802,11
178.57666505424334,-0.20592511434473407,11
179.18236997160156,0.5140723614948045,11
178.82434151926324,-0.3323920798529709,11
