healpix,sv1,sv2,sv3
6742,297.86952567369894,0.0,0.0
6743,361.01786511652307,0.0,0.0
6745,63.148339442824174,0.0,0.0
6748,117.95633216678478,0.0,0.0
6749,160.8495438637974,0.0,0.0
6751,29.78695256736989,0.0,0.0
6752,326.465000138374,0.0,0.0
6754,309.7843067006469,0.0,0.0
6760,39.31877738892826,0.0,0.0
6807,122.72224457756396,0.0,0.0
6812,86.97790149672008,0.0,0.0
6813,756.5885952111953,0.0,0.0
6814,100.08416062636284,0.0,0.0
6815,517.1014965695414,0.0,0.0
6849,94.12677011288886,0.0,0.0
6850,631.4833944282417,0.0,0.0
6851,782.8011134704808,0.0,0.0
6852,151.31771904223905,0.0,0.0
6853,17.872171540421935,0.0,0.0
6854,797.0988507028184,0.0,0.0
6855,325.2735220356792,0.0,0.0
6856,625.5260039147678,0.0,0.0
6857,708.9294711034034,0.0,0.0
6858,57.19094892935019,0.0,0.0
6859,353.86899650035434,0.0,0.0
6860,719.6527740276566,0.0,0.0
6861,346.72012788418556,0.0,0.0
6862,432.50655127821085,0.0,0.0
6863,328.8479563437636,0.0,0.0
6866,34.552864978149074,0.0,0.0
6867,70.29720805899295,0.0,0.0
6870,4.765912410779182,0.0,0.0
6872,440.8468979970744,0.0,0.0
6873,440.8468979970744,0.0,0.0
6874,350.29456219226995,0.0,0.0
6875,371.74116804077624,0.0,0.0
6876,203.74275556081005,0.0,0.0
6878,28.595474464675096,0.0,0.0
6881,44.08468979970744,0.0,0.0
6884,297.86952567369894,0.0,0.0
6885,33.36138687545428,0.0,0.0
6896,163.232500069187,0.0,0.0
6897,10.723302924253161,0.0,0.0
6912,275.2314417224978,0.0,0.0
6913,148.93476283684947,0.0,0.0
6914,351.4860402949647,0.0,0.0
6915,421.7832483539577,0.0,0.0
6916,250.2104015659071,0.0,0.0
6917,156.08363145301823,0.0,0.0
6918,415.8258578404837,0.0,0.0
6919,411.0599454297045,0.0,0.0
6920,418.2088140458733,0.0,0.0
6921,243.06153294973834,0.0,0.0
6922,71.48868616168774,0.0,0.0
6923,81.02051098324611,0.0,0.0
6924,384.847427170419,0.0,0.0
6925,131.0625912964275,0.0,0.0
6926,45.276167902402236,0.0,0.0
7015,7.148868616168774,0.0,0.0
7017,238.29562053895913,0.0,0.0
7018,193.0194526365569,0.0,0.0
7019,1227.2224457756395,0.0,0.0
7020,986.5438690312908,0.0,0.0
7021,1189.095146489406,0.0,0.0
7022,1119.989416533108,0.0,0.0
7023,1198.6269713109646,0.0,0.0
7026,1.1914781026947956,0.0,0.0
7032,905.5233580480448,0.0,0.0
7033,20.255127745811528,0.0,0.0
7034,1034.2029931390828,0.0,0.0
7035,14.297737232337548,0.0,0.0
7104,332.422390651848,0.0,0.0
7105,1074.7132486307057,0.0,0.0
7108,1075.9047267334006,0.0,0.0
7109,683.9084309468127,0.0,0.0
7120,115.57337596139519,0.0,0.0
7405,82.2119890859409,0.0,0.0
7407,228.76379571740077,0.0,0.0
7410,125.10520078295355,0.0,0.0
